id,title,date_earliest,date_latest,production_country,production_region,production_minting_place
07634,Augustus,-63,14,Frankreich,Gallia,Lyon
07635,Augustus,-63,14,Frankreich,Gallia,Lyon
07636,Augustus,-63,14,Frankreich,Gallia,Lyon
07637,Augustus,-63,14,Frankreich,Gallia,Lyon
07638,Augustus,-63,14,Frankreich,Gallia,Lyon
07639,Augustus,-63,14,Frankreich,Gallia,Lyon
07640,Augustus,-63,14,Frankreich,Gallia,Lyon
07641,Augustus,-63,14,Frankreich,Gallia,Lyon
07642,Augustus,-63,14,Frankreich,Gallia,Lyon
07643,Thraker: Akrosas/Akrosandros,-180,-150,Rumänien,Thrakien,
07644,Augustus,-63,14,Frankreich,Gallia,Lyon
07645,Augustus,-63,14,Frankreich,Gallia,Lyon
07646,Augustus,-63,14,Frankreich,Gallia,Lyon
07647,Augustus,-63,14,Frankreich,Gallia,Lyon
07648,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07649,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07650,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07651,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07652,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07653,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07654,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07655,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07656,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07657,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07658,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07659,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07660,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07661,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07662,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07663,Augustus,-63,14,Italien,Italia,Rom
07664,Augustus,-63,14,Italien,Italia,Rom
07665,Augustus,-63,14,Italien,Italia,Rom
07666,Augustus,-63,14,Italien,Italia,Rom
07667,Augustus,-63,14,Italien,Italia,Rom
07668,Augustus,-63,14,Italien,Italia,Rom
07669,Augustus,-63,14,Italien,Italia,Rom
07670,Augustus,-63,14,Italien,Italia,Rom
07671,Augustus,-63,14,Italien,Italia,Rom
07672,Augustus,-63,14,Italien,Italia,Rom
07673,Augustus,-63,14,Italien,Italia,Rom
07674,Augustus,-63,14,Italien,Italia,Rom
07675,Augustus,-63,14,Italien,Italia,Rom
07676,Augustus,-63,14,Italien,Italia,Rom
07677,Augustus,-63,14,Italien,Italia,Rom
07678,Augustus,-63,14,Italien,Italia,Rom
07679,Augustus,-63,14,Italien,Italia,Rom
07680,Augustus,-63,14,Italien,Italia,Rom
07681,Augustus,-63,14,Italien,Italia,Rom
07682,Athen,-170,-155,Griechenland,Attika,Athen
07683,Alexandria Troas,-164,-163,Türkei,Troas,Alexandria Troas
07684,Attaliden: Eumenes II.,-221,-158,Türkei,Mysien,Pergamon
07685,Samothrake,-168,-150,Griechenland,Thrakien,Samothrake
07686,Seleukiden: Antiochos IV.,-168,-164,Israel,Phönizien,Ake-Akkon
07687,Seleukiden: Demetrios I.,-156,-150,Türkei,Syria,Antiochia (Antakya)
07688,Lysimachos,-356,-323,,,
07689,Byzantion: Lysimachi,-356,-323,Türkei,Thrakien,Byzantion
07690,Persischer Großkönig,-500,-375,,Persis,
07691,Persischer Großkönig,-331,-317,Irak,Mesopotamien,
07692,Persischer Großkönig,-500,-480,,Persis,
07693,Augustus,-63,14,Italien,Italia,Rom
07694,Augustus,-63,14,Italien,Italia,Rom
07695,Augustus,-63,14,Italien,Italia,Rom
07696,Augustus,-63,14,Italien,Italia,Rom
07697,Augustus,-63,14,Italien,Italia,Rom
07698,Augustus,-63,14,Italien,Italia,Rom
07699,Augustus,-63,14,Italien,Italia,Rom
07700,Augustus,-63,14,Italien,Italia,Rom
07701,Augustus,-63,14,Italien,Italia,Rom
07702,Augustus,-63,14,Italien,Italia,Rom
07703,Augustus,-63,14,Italien,Italia,Rom
07704,Augustus,-63,14,Italien,Italia,Rom
07705,Augustus,-63,14,Italien,Italia,Rom
07706,Augustus,-63,14,Italien,Italia,Rom
07707,Augustus,-63,14,Italien,Italia,Rom
07708,Augustus,-63,14,Italien,Italia,Rom
07709,Augustus,-63,14,Italien,Italia,Rom
07710,Augustus,-63,14,Italien,Italia,Rom
07711,Augustus,-63,14,Italien,Italia,Rom
07712,Augustus,-63,14,Italien,Italia,Rom
07713,Augustus,-63,14,Italien,Italia,Rom
07714,Augustus,-63,14,Italien,Italia,Rom
07715,Augustus,-63,14,Italien,Italia,Rom
07716,Augustus,-63,14,Italien,Italia,Rom
07717,Augustus,-63,14,Italien,Italia,Rom
07718,Augustus,-63,14,Italien,Italia,Rom
07719,Augustus,-63,14,Italien,Italia,Rom
07720,Augustus,-63,14,Italien,Italia,Rom
07721,Augustus,-63,14,Italien,Italia,Rom
07722,Augustus,-63,14,Italien,Italia,Rom
07723,Augustus,-63,14,Italien,Italia,Rom
07724,Augustus,-63,14,Italien,Italia,Rom
07725,Augustus,-63,14,Italien,Italia,Rom
07726,Makedonien: Alexandros III.,-356,-323,Irak,Babylonien,Babylon
07727,Makedonien: Alexandros III.,-356,-323,Irak,Babylonien,Babylon
07728,Makedonien: Alexandros III.,-356,-323,Irak,Babylonien,Babylon
07729,Makedonien: Alexandros III.,-356,-323,Irak,Babylonien,Babylon
07730,Makedonien: Philippos III.,-358,-281,Irak,Babylonien,Babylon
07731,Makedonien: Philippos III.,-358,-281,Irak,Babylonien,Babylon?
07732,Augustus,-63,14,Italien,Italia,Rom
07733,Augustus,-63,14,Italien,Italia,Rom
07734,Makedonien: Alexandros III.,-358,-281,Irak,Babylonien,Babylon
07735,Augustus,-63,14,Italien,Italia,Rom
07736,Augustus,-63,14,Italien,Italia,Rom
07737,Augustus,-63,14,Italien,Italia,Rom
07738,Augustus,-63,14,Italien,Italia,Rom
07739,Makedonien: Alexandros III.,-358,-281,Irak,Babylonien,Babylon
07740,Augustus,-63,14,Italien,Italia,Rom
07741,Makedonien: Alexandros III.,-358,-281,Irak,Babylonien,Babylon
07742,Makedonien: Alexandros III.,-358,-281,Irak,Babylonien,Babylon
07743,Augustus,-63,14,Italien,Italia,Rom
07744,Makedonien: Alexandros III.,-358,-281,Irak,Babylonien,Babylon
07745,Makedonien: Alexandros III.,-358,-281,Irak,Babylonien,Babylon
07746,Seleukiden: Seleukos I.,-358,-281,Irak,Babylonien,Seleukia am Tigris
07747,Makedonien: Alexandros III.,-325,-323,Irak,Babylonien,Babylon
07748,Makedonien: Alexandros III.,-356,-323,Irak,Babylonien,Babylon
07749,Seleukiden: Seleukos I.,-358,-281,Irak,Babylonien,Babylon
07750,Seleukiden: Seleukos I.,-358,-281,Irak,Babylonien,Babylon
07751,Seleukiden: Seleukos I.,-358,-281,Irak,Mesopotamien?,
07752,Seleukiden: Antiochos I.,-324,-261,Irak,Babylonien,Seleukia am Tigris
07753,Parther: Mithradates I.,-171,-132,Irak,,
07754,Parther: Phraates II.,-138,-127,Turkmenistan,Margiane,Nisa
07755,Sasaniden: Kawad I.,524,524,Irak,Babylonien,Ktesiphon
07756,Sasaniden: Kawad I.,518,518,Irak,Babylonien,Ktesiphon
07757,Umayyaden: Abd al-Malik,646,705,Syrische Arabische Republik,,Damaskus?
07758,Umayyaden: Abd al-Malik,646,705,Irak,,Basra
07759,Umayyaden: Omar ibn Abd-el-Aziz,719,720,Irak,,Basra
07766,Sikyon,-400,-370,Griechenland,Achaia,Sikyon
07767,Rhodos,-304,-189,Griechenland,Karische Inseln,Rhodos
07768,Pergamon,83,96,Türkei,Mysien,Pergamon
07769,Pergamon,83,96,Türkei,Mysien,Pergamon
07771,Pergamon,53,117,Türkei,Mysien,Pergamon
07772,Augustus,-63,14,Italien,Italia,Rom
07773,Augustus,-63,14,Italien,Italia,Rom
07774,Augustus,-63,14,Italien,Italia,Rom
07775,Augustus,-63,14,Italien,Italia,Rom
07776,Augustus,-63,14,Italien,Italia,Rom
07777,Augustus,-63,14,Italien,Italia,Rom
07778,Augustus,-63,14,Italien,Italia,Rom
07779,Augustus,-63,14,Italien,Italia,Rom
07780,Ptolemäer: Ptolemaios IV.,-245,-204,Ägypten,Ägypten,Alexandria
07781,Augustus,-63,14,Italien,Italia,Rom
07782,Augustus,-63,14,Italien,Italia,Rom
07783,Augustus,-63,14,Italien,Italia,Rom
07784,Ptolemäer: Ptolemaios IV.,-245,-204,Ägypten,Ägypten,Alexandria
07785,Augustus,-63,14,Italien,Italia,Rom
07786,Augustus,-63,14,Italien,Italia,Rom
07787,Augustus,-63,14,Italien,Italia,Rom
07788,Augustus,-63,14,Italien,Italia,Rom
07789,Augustus,-100,-44,Italien,Italia,Rom
07790,Augustus,-100,-44,Italien,Italia,Rom
07791,Augustus,-100,-44,Italien,Italia,Rom
07793,Augustus,-100,-44,Italien,Italia,Rom
07794,Augustus,-63,14,Italien,Italia,Rom
07795,Augustus,-63,14,Italien,Italia,Rom
07796,Merowinger,620,640,Deutschland,Rheinland,Mainz
07797,Augustus,-63,14,Italien,Italia,Rom
07798,Pergamon,53,117,Türkei,Mysien,Pergamon
07799,Augustus,-63,14,Italien,Italia,Rom
07800,Augustus,-63,14,Italien,Italia,Rom
07801,Augustus,-63,14,Italien,Italia,Rom
07802,Augustus,-64,-12,Italien,Italia,Rom
07806,Augustus,-63,14,Italien,Italia,Rom
07807,Augustus,-63,14,Italien,Italia,Rom
07809,Augustus,-63,14,Italien,Italia,Rom
07810,Augustus,-63,14,Italien,Italia,Rom
07812,Augustus,-63,14,Italien,Italia,Rom
07814,Augustus,-63,14,Italien,Italia,Rom
07815,Merowinger,585,675,Deutschland,,Speyer
07818,Augustus,-63,14,Italien,Italia,Rom
07819,Augustus,-63,14,Italien,Italia,Rom
07821,Augustus: Nachahmung,-63,14,,,
07823,Augustus,-63,14,,,
07825,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07826,Elis: Zeus des Phidias,76,138,Griechenland,Elis,Elis
07827,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07828,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07829,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07830,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07831,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07832,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07835,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,Italien,Italia,Rom?
07838,Merowinger,600,620,Deutschland,,Andernach
07839,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,,,
07840,Röm. Republik: C. Iulius Caesar (Octavianus),-63,14,,,
07841,Röm. Republik: C. Iulius Caesar (Octavianus) und L. Pinarius Scarpus,-31,-29,Libyen,Kyrenaika,Kyrene?
07842,Merowinger,585,620,Niederlande,Limburg,Maastricht
07843,Traianus,53,117,Italien,Italia,Rom
07844,Pergamon,53,117,Türkei,Mysien,Pergamon
07847,Pergamon,53,117,Türkei,Mysien,Pergamon
07848,Merowinger,585,675,Niederlande,Limburg,Maastricht
07851,Pergamon,53,117,Türkei,Mysien,Pergamon
07857,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
07860,Pergamon,-63,14,Türkei,Mysien,Pergamon
07866,Pergamon,-63,14,Türkei,Mysien,Pergamon
07868,Pergamon,-63,14,Türkei,Mysien,Pergamon
07869,Pergamon,-63,14,Türkei,Mysien,Pergamon
07870,Pergamon,-63,14,Türkei,Mysien,Pergamon
07871,Pergamon,41,54,Türkei,Mysien,Pergamon
07872,Pergamon,-63,14,Türkei,Mysien,Pergamon
07873,Merowinger,585,675,Niederlande,Limburg,Maastricht
07875,Merowinger,585,675,Niederlande,Limburg,Maastricht
07876,Merowinger,585,675,Niederlande,Limburg,Maastricht
07878,Merowinger,565,585,Belgien,Wallonien,Huy
07879,Merowinger,585,675,Belgien,Wallonien,Huy
07917,Magnentius,301,353,Deutschland,Gallia,Trier
07918,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
07919,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07920,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
07922,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07923,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
07924,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07925,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07926,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07928,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07929,Augustus,-63,14,Spanien,Hispania,Augusta Emerita (Mérida)
07930,Augustus,-63,14,Griechenland,Achaia,
07932,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07936,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07937,Röm. Republik: Sex. Pompeius Magnus,-67,-35,Italien,Sizilien,
07940,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07941,Augustus,-63,14,Griechenland,Achaia,
07943,Augustus,-63,14,Griechenland,Achaia,
07946,Merowinger,585,675,Belgien,Wallonien,Huy
07947,Polen: Hebräische Brakteaten,1181,1257,Polen,,Gnesen (Gniezno)
07948,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Italien,Sizilien,
07950,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Italien,Sizilien,
07951,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07952,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07953,Augustus,-63,14,Italien,Italia,Rom
07954,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Italien,Sizilien,
07958,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07959,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07961,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07962,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
07963,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07964,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Italien,Sizilien,
07965,Merowinger,585,620,Belgien,Wallonien,Huy
07966,Augustus,-63,14,Italien,Italia,Rom
07967,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Italien,Sizilien,
07968,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07969,Augustus,-63,14,Italien,Italia,Rom
07970,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07971,Augustus,-63,14,Italien,Italia,Rom
07972,Augustus,-63,14,Italien,Italia,Rom
07973,Augustus,-63,14,Italien,Italia,Rom
07974,Merowinger,585,620,Belgien,Wallonien,Huy
07975,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07976,Augustus,-63,14,Italien,Italia,Rom
07979,Augustus,-63,14,Italien,Italia,Rom
07980,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07982,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07983,Augustus,-63,14,Italien,Italia,Rom
07985,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07986,Augustus,-63,14,Italien,Italia,Rom
07987,Augustus,-63,14,Italien,Italia,Rom
07988,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07990,Augustus,-63,14,Italien,Italia,Rom
07992,Augustus,-63,14,Italien,Italia,Rom
07994,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
07996,Röm. Republik: Sex. Pompeius Magnus,-106,-48,Italien,Sizilien,
07997,Sachsen: Moritz,1521,1553,Deutschland,Sachsen,Freiberg
07999,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08002,Sachsen: August,1556,1604,Deutschland,Sachsen,Dresden
08004,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08006,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08010,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08011,Augustus,-63,14,Italien,Italia,Rom
08013,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08015,Augustus,-63,14,Italien,Italia,Rom
08016,Augustus,-63,14,Italien,Italia,Rom
08020,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08022,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08024,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08027,Augustus,-63,14,Italien,Italia,Rom
08028,Augustus,-63,14,Italien,Italia,Rom
08029,Augustus,-63,14,Italien,Italia,Rom
08030,Augustus,-63,14,Italien,Italia,Rom
08031,Augustus,-63,14,Italien,Italia,Rom
08032,Augustus,-63,14,Italien,Italia,Rom
08033,Augustus,-63,14,Italien,Italia,Rom
08035,Divus Augustus,-63,14,Italien,Italia,Rom
08036,Titus: Restitution,-63,14,Italien,Italia,Rom
08039,Titus: Restitution,-63,14,Italien,Italia,Rom
08040,Nerva: Restitution,-63,14,Italien,Italia,Rom
08041,Nerva: Restitution,-63,14,Italien,Italia,Rom
08042,Nerva: Restitution,-63,14,Italien,Italia,Rom
08043,Nerva: Restitution,-63,14,Italien,Italia,Rom
08044,Nerva: Restitution,-63,14,Italien,Italia,Rom
08045,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08046,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08047,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08048,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08049,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08050,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08051,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08052,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08053,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08054,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08055,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08056,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08057,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08058,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08059,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08060,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08061,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08062,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08063,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08064,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08065,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08066,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08067,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08068,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08069,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08070,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08071,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08072,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08073,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08074,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08075,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08076,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08081,Buthroton,-27,14,Albanien,Epiros,Butrint
08082,Buthroton,-27,14,Albanien,Epiros,Butrint
08088,Augustus,-63,14,Italien,Italia,Rom
08091,Augustus,-63,14,Italien,Italia,Rom
08092,Augustus,-63,14,Italien,Italia,Rom
08094,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08095,Augustus,-63,14,Italien,Italia,Rom
08096,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08097,Augustus,-63,14,Italien,Italia,Rom
08098,Augustus,-63,14,Italien,Italia,Rom
08099,Augustus,-63,14,Italien,Italia,Rom
08100,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08101,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08102,Augustus,-63,14,Italien,Italia,Rom
08103,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08104,Augustus,-63,14,Italien,Italia,Rom
08105,Augustus,-63,14,Italien,Italia,Rom
08106,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08107,Augustus,-63,14,Italien,Italia,Rom
08108,Augustus,-63,14,Italien,Italia,Rom
08109,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08110,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08111,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08112,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08113,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08114,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08115,Augustus,-63,14,Italien,Italia,Rom
08116,Marcus Aurelius,121,180,Italien,Italia,Rom
08117,Augustus,-63,14,Italien,Italia,Rom
08118,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08119,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08120,Augustus,-63,14,Italien,Italia,Rom
08121,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08122,Augustus,-63,14,Italien,Italia,Rom
08123,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08124,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08126,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08127,Augustus,-63,14,Italien,Italia,Rom
08128,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08129,Augustus,-63,14,Italien,Italia,Rom
08130,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08131,Augustus,-63,14,Italien,Italia,Rom
08132,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08133,Augustus,-63,14,Italien,Italia,Rom
08134,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08135,Alexandria: Severus Alexander,208,235,Ägypten,Ägypten,Alexandria
08136,Augustus,-63,14,Italien,Italia,Rom
08137,Augustus,-63,14,Italien,Italia,Rom
08138,Augustus,-63,14,Italien,Italia,Rom
08139,Augustus,-63,14,Italien,Italia,Rom
08141,Augustus,-63,14,Italien,Italia,Rom
08144,Augustus,-750,-672,Italien,Italia,Rom
08145,Münztechnik: Zain,2005,2005,Deutschland,Baden-Württemberg,Pforzheim
08146,Augustus,-63,14,Italien,Italia,Rom
08147,Münztechnik: Ronde,2005,2005,Deutschland,Baden-Württemberg,Pforzheim
08148,Augustus,-63,14,Italien,Italia,Rom
08150,Augustus,-63,14,Italien,Italia,Rom
08151,Augustus,-63,14,Italien,Italia,Rom
08152,Augustus,-63,14,Italien,Italia,Rom
08154,Augustus,-63,14,Italien,Italia,Rom
08155,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
08156,Augustus: Nachahmung,-63,14,,,
08158,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
08159,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
08161,Augustus,-63,14,Italien,Italia,Rom
08162,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
08163,Augustus,-63,14,Italien,Italia,Rom
08164,Alexandria: Severus Alexander,208,235,Italien,Italia,Rom
08166,Augustus,-63,14,Italien,Italia,Rom
08167,Alexandria: Sallustia Orbiana,208,235,Ägypten,Ägypten,Alexandria
08168,Augustus,-63,14,Italien,Italia,Rom
08170,Augustus,-63,14,Italien,Italia,Rom
08171,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08172,Augustus,-63,14,Italien,Italia,Rom
08173,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08174,Augustus,-63,14,Italien,Italia,Rom
08175,Augustus,-63,14,Italien,Italia,Rom
08176,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08177,Augustus,-63,14,Italien,Italia,Rom
08179,Augustus,-63,14,Italien,Italia,Rom
08180,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08182,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08183,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08185,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08188,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08190,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08191,Augustus,-63,14,Italien,Italia,Rom
08193,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08196,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08200,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08201,Augustus,-63,14,Italien,Italia,Rom
08202,Augustus,-63,14,Italien,Italia,Rom
08203,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08204,Augustus,-63,14,Italien,Italia,Rom
08205,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08206,Augustus,-63,14,Italien,Italia,Rom
08207,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08208,Augustus,-63,14,Italien,Italia,Rom
08209,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08210,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08211,Augustus,-63,14,Italien,Italia,Rom
08212,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08213,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08214,Augustus,-63,14,Italien,Italia,Rom
08215,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08216,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08217,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08218,Alexandria: Iulia Mamaea,208,235,Ägypten,Ägypten,Alexandria
08219,Amphiktyonen,-336,-334,Griechenland,Phokis,Delphi
08220,Amphiktyonen,-336,-334,Griechenland,Phokis,Delphi
08237,Merowinger,585,675,Belgien,Wallonien,Namur
08240,Merowinger,585,675,Belgien,Wallonien,Dinant
08246,Merowinger,600,675,Niederlande,Friesland,
08254,Merowinger,560,585,Deutschland,Rheinland-Pfalz,Alsheim
08255,Merowinger,560,585,Deutschland,Rheinland-Pfalz,Alsheim
