id,title,date_earliest,date_latest,production_country,production_region,production_minting_place
28291,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28293,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28302,Carinus und Numerianus,250,285,Frankreich,Gallia,Lyon
28304,Constantius I.,250,306,Kroatien,Pannonien,Siscia (Sisak)
28306,Maximianus Herculius,250,310,Kroatien,Pannonien,Siscia (Sisak)
28307,Maximianus Herculius,250,310,Kroatien,Pannonien,Siscia (Sisak)
28308,Maximianus Herculius,250,310,Kroatien,Pannonien,Siscia (Sisak)
28309,Constantius I.,250,306,Kroatien,Pannonien,Siscia (Sisak)
28310,Constantius I.,250,306,Kroatien,Pannonien,Siscia (Sisak)
28311,Constantius I.,250,306,Kroatien,Pannonien,Siscia (Sisak)
28313,Severus II.,250,307,Kroatien,Pannonien,Siscia (Sisak)
28314,Severus II.,250,307,Kroatien,Pannonien,Siscia (Sisak)
28315,Maximinus Daia,250,313,Kroatien,Pannonien,Siscia (Sisak)
28316,Maximinus Daia,250,313,Kroatien,Pannonien,Siscia (Sisak)
28317,Maximinus Daia,250,313,Kroatien,Pannonien,Siscia (Sisak)
28318,Röm. Republik: Q. Oppius,-46,-46,Italien,Italia,
28319,Röm. Republik: Q. Oppius,-46,-46,Italien,Italia,
28320,Röm. Republik: Q. Oppius,-46,-46,Italien,Italia,
28321,Röm. Republik: Q. Oppius,-46,-46,Italien,Italia,
28322,Röm. Republik: Q. Oppius,-46,-46,Italien,Italia,
28323,Koinon der Makedonen,238,244,Griechenland,Makedonien,Beroia
28324,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28325,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28326,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28328,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28343,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28344,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28354,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28368,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28369,Constantius I.,250,306,Italien,Italia,Ticinum-Pavia
28370,Diocletianus,245,313,Italien,Italia,Rom
28371,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28372,Diocletianus,245,313,Deutschland,Gallia,Trier
28373,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28374,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28375,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28376,Maximianus Herculius,250,310,Deutschland,Gallia,Trier
28377,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28378,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28379,Diocletianus und Maximianus Herculius,245,313,Deutschland,Gallia,Trier
28380,Diocletianus und Maximianus Herculius,245,313,Deutschland,Gallia,Trier
28381,Diocletianus,245,313,Deutschland,Gallia,Trier
28382,Maximianus Herculius,250,310,Deutschland,Gallia,Trier
28383,Maximianus Herculius,250,310,Deutschland,Gallia,Trier
28384,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28385,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28386,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28387,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28388,Constantius I.,250,306,Deutschland,Gallia,Trier
28389,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28390,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28391,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28392,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28393,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28394,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28395,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28396,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28397,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28398,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28399,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28400,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28401,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28402,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28403,Maximianus Herculius und Galerius Maximianus,250,310,Deutschland,Gallia,Trier
28404,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28405,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28406,Galerius Maximianus,250,311,Deutschland,Gallia,Trier
28407,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28408,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28409,Preußen: Friedrich II.,1712,1786,Polen,Pommern,Stettin (Szczecin)
28410,Galerius Maximianus,250,311,Deutschland,Gallia,Trier
28411,Diocletianus,245,313,Deutschland,Gallia,Trier
28412,Preußen: Friedrich II.,1712,1786,Polen,Pommern,Stettin (Szczecin)
28413,Preußen: Friedrich II.,1696,1763,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28414,Preußen: Friedrich II.,1696,1763,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28415,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28416,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28417,Constantius I.,250,306,Deutschland,Gallia,Trier
28418,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28419,Maximianus Herculius,250,310,Deutschland,Gallia,Trier
28420,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28421,Constantius I.,250,306,Deutschland,Gallia,Trier
28422,Galerius Maximianus,250,311,Deutschland,Gallia,Trier
28423,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28424,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28425,Diocletianus,245,313,Deutschland,Gallia,Trier
28426,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28427,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28428,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28429,Maximianus Herculius,250,310,Deutschland,Gallia,Trier
28430,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28431,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28432,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28433,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28434,Galerius Maximianus,250,311,Deutschland,Gallia,Trier
28435,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28436,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28437,Diocletianus,245,313,Deutschland,Gallia,Trier
28438,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28439,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28440,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28441,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28442,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28443,Maximianus Herculius,250,310,Deutschland,Gallia,Trier
28444,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28445,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28446,Constantius I.,250,306,Deutschland,Gallia,Trier
28447,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28448,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28449,Galerius Maximianus,250,311,Deutschland,Gallia,Trier
28450,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28457,Vespasianus,9,79,Frankreich,Gallia,Lyon
28458,Vespasianus,9,79,Frankreich,Gallia,Lyon
28459,Vespasianus,9,79,Frankreich,Gallia,Lyon
28460,Vespasianus,9,79,Frankreich,Gallia,Lyon
28461,Vespasianus,9,79,Frankreich,Gallia,Lyon
28462,Vespasianus,9,79,Frankreich,Gallia,Lyon
28463,Vespasianus,9,79,Italien,Italia,Rom
28464,Vespasianus,9,79,Italien,Italia,Rom
28465,Vespasianus,9,79,Frankreich,Gallia,Lyon
28466,Vespasianus,9,79,Frankreich,Gallia,Lyon
28467,Vespasianus,9,79,Italien,Italia,Rom
28468,Vespasianus,9,79,Italien,Italia,Rom
28469,Vespasianus,9,79,Italien,Italia,Rom
28470,Vespasianus,9,79,Italien,Italia,Rom
28471,Vespasianus,9,79,Italien,Italia,Rom
28472,Vespasianus,9,79,Italien,Italia,Rom
28473,Vespasianus,9,79,Italien,Italia,Rom
28475,Vespasianus,9,79,Italien,Italia,Rom
28476,Vespasianus,9,79,Italien,Italia,Rom
28478,Vespasianus,9,79,Italien,Italia,Rom
28484,Vespasianus,9,79,Italien,Italia,Rom
28485,Vespasianus,9,79,Italien,Italia,Rom
28486,Vespasianus,9,79,Italien,Italia,Rom
28487,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28489,Vespasianus,9,79,Italien,Italia,Rom
28491,Vespasianus,9,79,Italien,Italia,Rom
28492,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28493,Vespasianus,9,79,Italien,Italia,Rom
28495,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28497,Vespasianus,9,79,Italien,Italia,Rom
28499,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28501,Vespasianus,9,79,Italien,Italia,Rom
28503,Vespasianus,9,79,Italien,Italia,Rom
28504,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28507,Vespasianus,9,79,Frankreich,Gallia,Lyon
28509,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28510,Vespasianus,9,79,Frankreich,Gallia,Lyon
28512,Vespasianus,9,79,Frankreich,Gallia,Lyon
28518,Vespasianus,9,79,Frankreich,Gallia,Lyon
28519,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28520,Vespasianus,9,79,Italien,Italia,Rom
28521,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28522,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28523,Vespasianus,9,79,Italien,Italia,Rom
28524,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28525,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28526,Vespasianus,9,79,Italien,Italia,Rom
28527,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28528,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28529,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28530,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28531,Vespasianus,9,79,Italien,Italia,Rom
28532,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28533,Vespasianus,9,79,Frankreich,Gallia,Lyon
28534,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28535,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28536,Vespasianus,9,79,Italien,Italia,Rom
28537,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28538,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28539,Vespasianus,9,79,Frankreich,Gallia,Lyon
28540,Vespasianus,9,79,Frankreich,Gallia,Lyon
28541,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28542,Vespasianus,9,79,Italien,Italia,Rom
28543,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28544,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28545,Vespasianus,9,79,Italien,Italia,Rom
28546,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28547,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28548,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28549,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28550,Vespasianus,9,79,Frankreich,Gallia,Lyon
28551,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28552,Vespasianus,9,79,Italien,Italia,Rom
28553,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28554,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28555,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28556,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28557,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28558,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28559,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28560,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28561,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28562,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28563,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28564,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28565,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28566,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28567,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28568,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28569,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28570,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28571,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28572,Constantinus I.,314,337,Deutschland,Gallia,Trier
28585,Vespasianus,9,79,Italien,Italia,Rom
28611,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28612,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28613,Römische Kaiserzeit: Bürgerkrieg,-63,14,Frankreich,Gallia,
28614,Römische Kaiserzeit: Bürgerkrieg,-63,14,Frankreich,Gallia,
28615,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28616,Römische Kaiserzeit: Bürgerkrieg,-63,14,Frankreich,Gallia,
28617,Römische Kaiserzeit: Bürgerkrieg,-63,14,Frankreich,Gallia,
28618,Römische Kaiserzeit: Bürgerkrieg,68,68,Frankreich,Gallia,
28619,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28620,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28621,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28622,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28623,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28624,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28625,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28626,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28627,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28628,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28629,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28630,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28631,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28632,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28633,Preußen: Friedrich II.,1712,1786,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
28634,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28635,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28636,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28637,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28638,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28639,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28640,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28641,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28642,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28643,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28644,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28645,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28646,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28647,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28648,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28649,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28650,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28651,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28652,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28653,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28654,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28655,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28656,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28657,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28658,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28659,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
28660,Preußen: Friedrich II.,1712,1786,Deutschland,Brandenburg,Berlin
